input_url,final_url,status_code,category,note
https://www.linkedin.com/company/hatgroup/,https://www.linkedin.com/company/hatgroup/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/groupe-hld/,https://www.linkedin.com/company/groupe-hld/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/ibla-capital/,https://www.linkedin.com/company/ibla-capital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/igisgr/,https://www.linkedin.com/company/igisgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/innovative-red-fish-kapital/,https://www.linkedin.com/company/innovative-red-fish-kapital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/intesa-sanpaolo/,https://www.linkedin.com/company/intesa-sanpaolo/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/invitalia/,https://www.linkedin.com/company/invitalia/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/itago-partners/,https://www.linkedin.com/company/itago-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/kairospartners/,https://www.linkedin.com/company/kairospartners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/key-capital/,https://www.linkedin.com/company/key-capital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/kyip-capital-sgr/,https://www.linkedin.com/company/kyip-capital-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/l-catterton/,https://www.linkedin.com/company/l-catterton/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/lbcapital-sgr/,https://www.linkedin.com/company/lbcapital-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/lazio-innova-spa/,https://www.linkedin.com/company/lazio-innova-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/liftt/,https://www.linkedin.com/company/liftt/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/ligurcapital/,https://www.linkedin.com/company/ligurcapital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/lion-river-i-n.v./,https://www.linkedin.com/company/lion-river-i-n.v./,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/macquariegroup/,https://www.linkedin.com/company/macquariegroup/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/mediocredito-centrale/,https://www.linkedin.com/company/mediocredito-centrale/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/merito-sgr/,https://www.linkedin.com/company/merito-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/mindful-capital-partners/,https://www.linkedin.com/company/mindful-capital-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/mito-technology/,https://www.linkedin.com/company/mito-technology/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/mittel-s.p.a./,https://www.linkedin.com/company/mittel-s.p.a./,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/montefiore-investment/,https://www.linkedin.com/company/montefiore-investment/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/muzinich-&-co/,https://uk.linkedin.com/company/muzinich-co,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/narval-investimenti-s-p-a/,https://www.linkedin.com/company/narval-investimenti-s-p-a/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/neva-sgr/,https://www.linkedin.com/company/neva-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/nextalia/,https://www.linkedin.com/company/nextalia/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/oltre-impact/,https://www.linkedin.com/company/oltre-impact/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/origine-sgr/,https://www.linkedin.com/company/origine-sgr/,404,NOT_FOUND,Looks like a 404 / not found
https://www.linkedin.com/company/overseas-industries-s-p-a-/,https://www.linkedin.com/company/overseas-industries-s-p-a-/,404,NOT_FOUND,Looks like a 404 / not found
https://www.linkedin.com/company/oxycapital/,https://www.linkedin.com/company/oxycapital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/pai-partners/,https://www.linkedin.com/company/pai-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/pfhpalladioholding/,https://www.linkedin.com/company/pfhpalladioholding/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/partners-group/,https://www.linkedin.com/company/partners-group/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/permira/,https://www.linkedin.com/company/permira/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/pillarstone./,https://www.linkedin.com/company/pillarstone./,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/pm-&-partners-s.p.a./,https://www.linkedin.com/company/pm-&-partners-s.p.a./,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/polis-sgr-spa/,https://www.linkedin.com/company/polis-sgr-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/portobello-capital/,https://www.linkedin.com/company/portobello-capital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/prana-venture/,https://www.linkedin.com/company/prana-venture/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/private-equity-partners-spa/,https://it.linkedin.com/company/private-equity-partners-srl,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/progressio-sgr/,https://www.linkedin.com/company/progressio-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/quadrivio-sgr/,https://www.linkedin.com/company/quadrivio-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/quant-ico-investment-club-opportunities/,https://www.linkedin.com/company/quant-ico-investment-club-opportunities/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/quattror/,https://www.linkedin.com/company/quattror/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/rancilio-cube-sicaf/,https://www.linkedin.com/company/rancilio-cube-sicaf/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/reamsgr/,https://www.linkedin.com/company/reamsgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/renaissance-partners/,https://www.linkedin.com/company/renaissance-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/riello-investimenti-sgr-spa/,https://www.linkedin.com/company/riello-investimenti-sgr-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/ring-cp/,https://www.linkedin.com/company/ring-cp/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/rivean-capital/,https://www.linkedin.com/company/rivean-capital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sagard/,https://fr.linkedin.com/company/sagardeurope,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sagittasgr/,https://www.linkedin.com/company/sagittasgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/scientificavc/,https://www.linkedin.com/company/scientificavc/,200,ACTIVE,Company page reachable (may still require cookies for full content)
